,words,IPA
882,aircommodore,E@kOm@dOrɞ
883,air-conditioned,"E@k@ndISn,d"
884,air-conditioning,E@k@ndIS@nIN
885,air-cooled,E@kuld
886,air-cooling,E@kulIN
887,aircorridor,E@kOrIdOrɞ
888,aircraft,E@krAft
889,aircraftcarrier,E@krAftkɑrI@rɞ
890,aircraftman,E@krAftm@n
891,aircraftsman,E@krAftsm@n
892,aircrew,E@kru
893,aircushion,"E@kUSn,"
894,airdrome,E@dr@Um
895,airdrop,E@drOp
896,airdrop,E@drOp
897,Airedale,E@deIl
898,Airedale,E@deIl
899,airfield,E@fild
900,airflow,E@fl@U
901,airforce,E@fOs
902,airframe,E@freIm
903,airgun,E@gVn
904,airhole,E@h@Ul
905,airhostess,E@h@UstIs
906,airily,E@r@lI
907,airing,E@rIN
908,airing-cupboard,E@rINkVb@d
909,airlane,E@leIn
910,airless,E@lIs
911,airletter,E@lEt@rɞ
912,airlift,E@lIft
913,airlift,E@lIft
914,airline,E@laIn
915,airliner,E@laIn@rɞ
916,airlock,E@lOk
917,airmail,E@meIl
918,airman,E@m@n
919,airmattress,E@mɑtrIs
920,air-minded,E@maIndId
921,airplane,E@pleIn
922,airpocket,E@pOkIt
923,airport,E@pOt
924,air-pump,E@pVmp
925,air-raid,E@reId
926,airs,E@z
927,airsandgraces,E@zɑndgreIsIz
928,airscrew,E@skru
929,air-searescue,E@sirEskju
930,airshaft,E@SAft
931,airship,E@SIp
932,airsick,E@sIk
933,airsickness,E@sIknIs
934,airspace,E@speIs
935,airspeed,E@spid
936,airstrip,E@strIp
937,airterminal,"E@t3mInl,"
938,airtight,E@taIt
939,air-to-air,E@tuE@
940,air-to-ground,E@tugraUnd
941,airvice-marshal,"E@vaIsmASl,"
942,airway,E@weI
943,airwoman,E@wUm@n
944,airworthiness,E@w3DInIs
945,airworthy,E@w3DI
946,airy,E@rI
947,aisle,aIl
948,aitch,eItS
949,aitch-bone,eItSb@Un
950,ajar,@dZArɞ
951,ajar,@dZArɞ
952,akimbo,@kImb@U
953,akin,@kIn
954,Al,ɑl
955,ala,AlA
956,alabaster,ɑl@bAst@rɞ
957,alabaster,ɑl@bAst@rɞ
958,alacarte,AlAkAt
959,alacarte,AlAkAt
960,alack,@lɑk
961,alacrity,@lɑkr@tI
962,alamode,AlAm@Ud
963,alarm,@lAm
964,alarm,@lAm
965,alarm-clock,@lAmklOk
966,alarming,@lAmIN
967,alarmist,@lAmIst
968,alas,@lɑs
969,alb,ɑlb
970,Albania,ɑlbeInj@
971,Albanian,ɑlbeInj@n
972,Albanian,ɑlbeInj@n
973,albatross,ɑlb@trOs
974,albeit,OlbiIt
975,albino,ɑlbin@U
976,album,ɑlb@m
977,albumen,ɑlbjUmIn
978,alchemist,ɑlk@mIst
979,alchemy,ɑlk@mI
980,alcohol,ɑlk@hOl
981,alcoholic,ɑlk@hOlIk
982,alcoholic,ɑlk@hOlIk
983,alcoholically,ɑlk@hOlIk@lI
984,alcoholism,ɑlk@hOlIz@m
985,alcove,ɑlk@Uv
986,alder,Old@rɞ
987,alderman,Old@m@n
988,aldermanic,Old@mɑnIk
989,ale,eIl
990,alee,@li
991,alee,@li
992,alehouse,eIlhaUs
993,alert,@l3t
994,alert,@l3t
995,alert,@l3t
996,alertly,@l3tlI
997,alertness,@l3tnIs
998,A-level,"eIlEvl,"
999,alexandrine,ɑlIgzɑndraIn
1000,alexia,eIlEksI@
1001,alexic,@lEksIk
1002,alexic,@lEksIk
1003,alfalfa,ɑlfɑlf@
1004,alfresco,ɑlfrEsk@U
1005,alfresco,ɑlfrEsk@U
1006,alga,ɑlg@
1007,algebra,ɑldZIbr@
1008,algebraic,ɑldZIbreIIk
1009,algebraical,"ɑldZIbreIIkl,"
1010,algebraically,ɑldZIbreIIk@lI
1011,Algeria,ɑldZI@rI@
1012,Algerian,ɑldZI@rI@n
1013,Algerian,ɑldZI@rI@n
1014,algorithm,ɑlg@rID@m
1015,algorithmic,ɑlg@rIDmIk
1016,alias,eIlI@s
1017,alias,eIlI@s
1018,alibi,ɑlIbaI
1019,Alice,ɑlIs
1020,alien,eIlj@n
1021,alien,eIlj@n
1022,alienable,"eIlj@n@bl,"
1023,alienate,eIlj@neIt
1024,alienation,"eIlj@neISn,"
1025,alienist,eIlj@nIst
1026,alight,@laIt
1027,alight,@laIt
1028,alighton,@laItOn
1029,alightupon,@laIt@pOn
1030,align,@laIn
1031,alignment,@laInm@nt
1032,alignwith,@laInwID
1033,alike,@laIk
1034,alike,@laIk
1035,aliment,ɑlIm@nt
1036,alimentary,ɑlImEnt@rI
1037,alimentarycanal,ɑlImEnt@rIk@nɑl
1038,alimony,ɑlIm@nI
1039,alive,@laIv
1040,alkali,ɑlk@laI
1041,alkaline,ɑlk@laIn
1042,all,Ol
1043,all,Ol
1044,all,Ol
1045,Allah,ɑl@
1046,allay,@leI
1047,allclear,OlklI@rɞ
1048,all-day,OldeI
1049,allegation,"ɑlIgeISn,"
1050,allege,@lEdZ
1051,allegedly,@lEdZIdlI
1052,allegiance,@lidZ@ns
1053,allegoric,ɑlIgOrIk
1054,allegorical,"ɑlIgOrIkl,"
1055,allegorically,ɑlIgOrIk@lI
1056,allegory,ɑlIg@rI
1057,allegretto,ɑlIgrEt@U
1058,allegretto,ɑlIgrEt@U
1059,allegretto,ɑlIgrEt@U
1060,allegro,@leIgr@U
1061,allegro,@leIgr@U
1062,allegro,@leIgr@U
1063,alleluia,ɑlIluj@
1064,alleluia,ɑlIluj@
1065,allergen,ɑl@dZEn
1066,allergic,@l3dZIk
1067,allergy,ɑl@dZI
1068,alleviate,@livIeIt
1069,alleviation,"@livIeISn,"
1070,alley,ɑlI
1071,alleyway,ɑlIweI
1072,allfours,OlfOz
1073,allget-out,OlgEtaUt
1074,alliance,@laI@ns
1075,allied,ɑlaId
1076,alligator,ɑlIgeIt@rɞ
1077,all-in,OlIn
1078,allin,OlIn
1079,alliterate,@lIt@reIt
1080,alliteration,"@lIt@reISn,"
1081,alliterative,@lIt@r@tIv
1082,alliteratively,@lIt@r@tIvlI
1083,all-mains,OlmeInz
1084,all-night,OlnaIt
1085,allocate,ɑl@UkeIt
1086,allocation,"ɑl@UkeISn,"
1087,allopathic,ɑl@UpɑTIk
1088,allopathical,"ɑl@UpɑTIkl,"
1089,allopathically,ɑl@pɑTIk@lI
1090,allopathy,@lOp@TI
1091,allot,@lOt
1092,allotment,@lOtm@nt
1093,allout,OlaUt
1094,all-out,OlaUt
1095,allover,Ol@Uv@rɞ
1096,allow,@laU
1097,allowable,"@laU@bl,"
1098,allowably,@laU@blI
1099,allowance,@laU@ns
1100,allowfor,@laUfOrɞ
1101,allowof,@laUOv
1102,alloy,ɑlOI
1103,alloy,@lOI
1104,all-powerful,OlpaU@fUl
1105,all-purpose,Olp3p@s
1106,allright,OlraIt
1107,allright,OlraIt
1108,all-round,OlraUnd
1109,allround,OlraUnd
1110,all-rounder,OlraUnd@rɞ
1111,allspice,OlspaIs
1112,all-star,OlstArɞ
1113,all-time,OltaIm
1114,alludeto,@ludtu
1115,allure,@ljU@rɞ
1116,allure,@ljU@rɞ
1117,allurement,@ljU@m@nt
1118,alluring,@ljU@rIN
1119,allusion,"@luZn,"
1120,allusive,@lusIv
1121,allusively,@lusIvlI
1122,alluvial,@luvj@l
1123,alluvium,@luvj@m
1124,ally,ɑlaI
1125,ally,@laI
1126,almamater,ɑlm@mAt@rɞ
1127,almanac,Olm@nɑk
1128,almighty,OlmaItI
1129,Almighty,OlmaItI
1130,almond,Am@nd
1131,almond-eyed,Am@ndaId
1132,almoner,Am@n@rɞ
1133,almost,Olm@Ust
1134,alms,Amz
1135,alms-box,AmzbOks
1136,alms-giving,AmzgIvIN
1137,alms-house,AmzhaUs
1138,aloe,ɑl@U
1139,aloft,@lOft
1140,alone,@l@Un
1141,alone,@l@Un
1142,along,@lON
1143,along,@lON
1144,alongside,@lONsaId
1145,alongside,@lONsaId
1146,aloof,@luf
1147,aloof,@luf
1148,aloofly,@luflI
1149,aloofness,@lufnIs
1150,alopecia,ɑl@piS@
1151,aloud,@laUd
1152,alp,ɑlp
1153,alpaca,ɑlpɑk@
1154,alpenhorn,ɑlp@nhOn
1155,alpenstock,ɑlp@nstOk
1156,alpha,ɑlf@
1157,alphaandomega,ɑlf@rɑnd@UmIg@
1158,alphabet,ɑlf@bEt
1159,alphabetic,ɑlf@bEtIk
1160,alphabetical,"ɑlf@bEtIkl,"
1161,alphabetically,ɑlf@bEtIk@lI
1162,alphaparticle,"ɑlf@pAtIkl,"
1163,alpine,ɑlpaIn
1164,alpinism,ɑlpInIz@m
1165,alpinist,ɑlpInIst
1166,already,OlrEdI
1167,alright,OlraIt
1168,Alsace,ɑlsɑs
1169,Alsatian,"ɑlseISn,"
1170,also,Ols@U
1171,also-ran,Ols@Urɑn
1172,altar,Olt@rɞ
1173,altarboy,Olt@bOI
1174,altarpiece,Olt@pis
1175,alter,Olt@rɞ
1176,alterable,"Olt@r@bl,"
1177,alteration,"Olt@reISn,"
1178,altercate,Olt@keIt
1179,altercation,"Olt@keISn,"
1180,alterego,ɑlt@rEg@U
1181,alternate,Olt@neIt
1182,alternate,Olt3n@t
1183,alternately,Olt3n@tlI
1184,alternatingcurrent,Olt@neItINkVr@nt
1185,alternation,"Olt@neISn,"
1186,alternative,Olt3n@tIv
1187,alternative,Olt3n@tIv
1188,alternatively,Olt3n@tIvlI
1189,alternator,Olt@neIt@rɞ
1190,although,OlD@U
1191,altimeter,ɑltImit@rɞ
1192,altitude,ɑltItjud
1193,alto,ɑlt@U
1194,altogether,Olt@gED@rɞ
1195,altogether,Olt@gED@rɞ
1196,altruism,ɑltrUIz@m
1197,altruist,ɑltrUIst
1198,altruistic,ɑltrUIstIk
1199,altruistically,ɑltrUIstIk@lI
1200,alum,ɑl@m
1201,aluminium,ɑljUmInj@m
1202,aluminum,@lumIn@m
1203,alumna,@lVmn@
1204,alumnus,@lVmn@s
1205,alveolar,ɑlvI@l@rɞ
1206,alveolar,ɑlvI@l@rɞ
1207,always,OlweIz
1208,alyssum,ɑlIs@m
1209,AM,eIEm
1210,a.m.,eIEm
1211,amah,Am@
1212,amalgam,@mɑlg@m
1213,amalgamate,@mɑlg@meIt
1214,amalgamation,"@mɑlg@meISn,"
1215,amanuensis,@mɑnjUEnsIs
1216,amaryllis,ɑm@rIlIs
1217,amass,@mɑs
1218,amateur,ɑm@t@rɞ
1219,amateur,ɑm@t@rɞ
1220,amateurish,ɑm@t3rIS
1221,amateurishly,ɑm@t3rISlI
1222,amateurishness,ɑm@t3rISnIs
1223,amateurism,ɑm@t@rIz@m
1224,amatory,ɑm@t@rI
1225,amaze,@meIz
1226,amazement,@meIzm@nt
1227,amazing,@meIzIN
1228,amazingly,@meIzINlI
1229,amazon,ɑm@z@n
1230,amazonian,ɑm@z@Unj@n
1231,ambassador,ɑmbɑs@d@rɞ
1232,ambassadorial,ɑmbɑs@dOrI@l
1233,ambassadorship,ɑbɑs@d@SIp
1234,ambassadress,ɑmbɑs@drIs
1235,amber,ɑmb@rɞ
1236,ambergris,ɑmb@gris
1237,ambidextrous,ɑmbIdEkstr@s
1238,ambidextrously,ɑmbIdEkstr@slI
1239,ambience,ɑmbI@ns
1240,ambient,ɑmbI@nt
1241,ambiguity,ɑmbIgjuItI
1242,ambiguous,ɑmbIgjU@s
1243,ambiguously,ɑmbIgjU@slI
1244,ambiguousness,ɑmbIgjU@snIs
1245,ambit,ɑmbIt
1246,ambition,"ɑmbISn,"
1247,ambitious,ɑmbIS@s
1248,ambitiously,ɑmbIS@slI
1249,ambitiousness,ɑmbIS@snIs
1250,ambivalence,ɑmbIveIl@ns
1251,ambivalent,ɑmbIv@l@nt
1252,ambivalently,ɑmbIv@l@ntlI
1253,amble,"ɑmbl,"
1254,amble,"ɑmbl,"
1255,ambrosia,ɑmbr@Uzj@
1256,ambulance,ɑmbjUl@ns
1257,ambulant,ɑmbjUl@nt
1258,ambuscade,ɑmb@skeId
1259,ambuscade,ɑmb@skeId
1260,ambush,ɑmbUS
1261,ambush,ɑmbUS
1262,AmE,ɑmErIk@nINglIS
1263,ameliorate,@milj@reIt
1264,amelioration,"@milj@reISn,"
1265,amen,AmEn
1266,amenable,"@min@bl,"
1267,amend,@mEnd
1268,amendable,"@mEnd@bl,"
1269,amendment,@mEndm@nt
1270,amends,@mEndz
1271,amenity,@minItI
1272,American,@mErIk@n
1273,American,@mErIk@n
1274,Americanfootball,@mErIk@nfUtbOl
1275,AmericanIndian,@mErIk@nIndj@n
1276,Americanism,@mErIk@nIz@m
1277,americanize,@mErIk@naIz
1278,Amerindian,ɑm@rIndj@n
1279,amethyst,ɑmITIst
1280,Amhara,ɑmhAr@
1281,Amharic,ɑmhɑrIk
1282,amiability,eImj@bIl@tI
1283,amiable,"eImj@bl,"
1284,amiably,eImj@blI
1285,amicability,ɑmIk@bIl@tI
1286,amicable,"ɑmIk@bl,"
1287,amicably,ɑmIk@blI
1288,amid,@mId
1289,amidships,@mIdSIps
1290,amidst,@mIdst
1291,aminoacid,@min@UɑsId
1292,amir,@mI@rɞ
1293,amiss,@mIs
1294,amiss,@mIs
1295,amity,ɑm@tI
1296,ammeter,ɑmIt@rɞ
1297,ammo,ɑm@U
1298,ammonia,@m@Unj@
1299,ammoniate,@m@UnIeIt
1300,ammoniated,@m@UnIeItId
1301,ammonite,ɑm@naIt
1302,ammunition,"ɑmjUnISn,"
1303,amnesia,ɑmnizj@
1304,amnesty,ɑmn@stI
1305,amoeba,@mib@
1306,amoebic,@mibIk
1307,amok,@mOk
1308,among,@mVN
1309,amongst,@mVNst
1310,amoral,eImOr@l
1311,amorality,eImOrɑlItI
1312,amorous,ɑm@r@s
1313,amorously,ɑm@r@slI
1314,amorousness,ɑm@r@snIs
1315,amorphous,@mOf@s
1316,amorphously,@mOf@slI
1317,amorphousness,@mOf@snIs
1318,amortization,"@mOtIzeISn,"
1319,amortize,@mOtaIz
1320,amount,@maUnt
1321,amountto,@maUnttu
1322,amour,@mU@rɞ
1323,amour-propre,ɑmU@prOpr@
1324,amp,ɑmp
1325,amperage,ɑmp@rIdZ
1326,ampere,ɑmpE@rɞ
1327,ampersand,ɑmp@sɑnd
1328,amphetamine,ɑmfEt@min
1329,amphibian,ɑmfIbI@n
1330,amphibious,ɑmfIbI@s
1331,amphitheatre,ɑmfITI@t@rɞ
1332,amphora,ɑmf@r@
1333,ample,"ɑmpl,"
1334,amplification,"ɑmplIfIkeISn,"
1335,amplifier,ɑmplIfaI@rɞ
1336,amplify,ɑmplIfaI
1337,amplitude,ɑmplItjud
1338,amply,ɑmplI
1339,ampoule,ɑmpul
1340,amputate,ɑmpjUteIt
1341,amputation,"ɑmpjUteISn,"
1342,amputee,ɑmpjUti
1343,amuck,@mVk
1344,amulet,ɑmjUlIt
1345,amuse,@mjuz
1346,amusement,@mjuzm@nt
1347,amusementarcade,@mjuzm@ntAkeId
1348,amusementpark,@mjuzm@ntpAk
1349,amusing,@muzIN
1350,an,ɑn
1351,anachronism,@nɑkr@nIz@m
1352,anachronistic,@nɑkr@nIstIk
1353,anachronistically,@nɑkr@nIstIk
1354,anaconda,ɑn@kOnd@
1355,anaemia,@nimj@
1356,anaemic,@nimIk
1357,anaemically,@nimIk@lI
1358,anaesthesia,ɑnIsTizj@
1359,anaesthetic,ɑnIsTEtIk
1360,anaesthetic,ɑnIsTEtIk
1361,anaesthetist,ɑnisT@tIst
1362,anaesthetize,ɑnisT@taIz
1363,anagram,ɑn@grɑm
1364,anal,"eInl,"
1365,analecta,ɑn@lEkt@
1366,analects,ɑn@lEkts
1367,analgesia,ɑnɑldZizj@
1368,analgesic,ɑnɑldZizIk
1369,analgesic,ɑnɑldZisIk
1370,analogize,@nɑl@dZaIz
1371,analogous,@nɑl@g@s
1372,analogously,@nɑl@g@slI
1373,analogue,ɑn@lOg
1374,analoguecomputer,ɑn@lOgk@mpjut@rɞ
1375,analogy,@nɑl@dZI
1376,analyse,ɑn@laIz
1377,analysis,@nɑl@sIs
1378,analyst,ɑn@lIst
1379,analytic,ɑn@lItIk
1380,analytical,"ɑn@lItIkl,"
1381,analytically,ɑn@lItIk@lI
1382,anapaest,ɑn@pist
1383,anapaestic,ɑn@pistIk
1384,anarchic,ɑnAkIk
1385,anarchical,"ɑnAkIkl,"
1386,anarchically,ɑnAkIk@lI
1387,anarchism,ɑn@kIz@m
1388,anarchist,ɑn@kIst
1389,anarchistic,ɑn@kIstIk
1390,anarchistically,ɑn@kIstIk@lI
1391,anarchy,ɑn@kI
1392,anathema,@nɑT@m@
1393,anathematize,@nɑT@m@taIz
1394,anatomical,"ɑn@tOmIkl,"
1395,anatomically,ɑn@tOmIk@lI
1396,anatomist,@nɑt@mIst
1397,anatomy,@nɑt@mI
1398,ancestor,ɑnsEst@rɞ
1399,ancestral,ɑnsEstr@l
1400,ancestress,ɑnsEstrIs
1401,ancestry,ɑnsEstrI
1402,anchor,ɑNk@rɞ
1403,anchor,ɑNk@rɞ
1404,anchorage,ɑNk@rIdZ
1405,anchoress,ɑNk@rIs
1406,anchorite,ɑNk@raIt
1407,anchorman,ɑNk@mɑn
1408,anchovy,ɑntS@vI
1409,ancient,eInS@nt
1410,ancient,eInS@nt
1411,ancillary,ɑnsIl@rI
1412,ancillary,ɑnsIl@rI
1413,and,ɑnd
1414,andante,ɑndɑntI
1415,andante,ɑndɑntI
1416,andante,ɑndɑntI
1417,andiron,ɑndaI@n
1418,Andorra,ɑndOr@
1419,Andorran,ɑndOr@n
1420,Andorran,ɑndOr@n
1421,androgyne,ɑndr@dZaIn
1422,androgynous,ɑndrOdZIn@s
1423,anecdotal,"ɑnEkd@Utl,"
1424,anecdote,ɑnIkd@Ut
1425,anemometer,ɑnImOmIt@rɞ
1426,anemone,@nEm@nI
1427,anent,@nEnt
1428,aneroid,ɑn@rOId
1429,aneroidbarometer,ɑn@rOIdb@rOmIt@
1430,anew,@nju
1431,angel,eIndZ@l
1432,angelic,ɑndZElIk
1433,angelica,ɑndZElIk@
1434,angelical,"ɑndZElIkl,"
1435,angelically,@ndZElIk@lI
1436,angelus,ɑndZ@l@s
1437,anger,ɑNg@rɞ
1438,anger,ɑNg@rɞ
1439,angina,ɑndZaIn@
1440,anginapectoris,ɑndZaIn@pEkt@rIs
1441,angle,"ɑNgl,"
1442,angle,"ɑNgl,"
1443,anglebracket,"ɑNgl,brɑkIt"
1444,angle-dozer,"ɑNgl,d@Uz@"
1445,anglefor,"ɑNgl,fOrɞ"
1446,angle-iron,"ɑNgl,aI@n"
1447,angle-park,"ɑNgl,pAk"
1448,angler,ɑNgl@rɞ
1449,Anglican,ɑNglIk@n
1450,Anglican,ɑNglIk@n
1451,Anglicanism,ɑNglIk@nIz@m
1452,anglicism,ɑNglIsIz@m
1453,anglicize,ɑNglIsaIz
1454,angling,ɑNglIN
1455,Anglo-American,ɑNgl@U@mErIk@n
1456,Anglo-American,ɑNgl@U@mErIk@n
1457,Anglo-Catholic,ɑNgl@UkɑT@lIk
1458,Anglo-Catholic,ɑNgl@UkɑT@lIk
1459,Anglo-Catholicism,ɑNgl@UkɑTOl@sIz@m
1460,Anglo-Indian,ɑNgl@UIndj@n
1461,Anglo-Indian,ɑNgl@UIndj@n
1462,Anglomania,ɑNgl@UmeInj@
1463,Anglophile,ɑNgl@UfaIl
1464,Anglophilia,ɑNgl@UfIlI@
1465,Anglophobe,ɑNgl@Uf@Ub
1466,Anglophobia,ɑNgl@Uf@Ubj@
1467,Anglo-Saxon,ɑNgl@Usɑks@n
1468,Anglo-Saxon,ɑNgl@Usɑks@n
1469,Angola,ɑNg@Ul@
1470,Angolan,ɑNg@Ul@n
1471,Angolan,ɑNg@Ul@n
1472,angora,ɑNgOr@
1473,angostura,ɑNg@stjU@r@
1474,angrily,ɑngr@lI
1475,angry,ɑNgrI
1476,angst,ɑNst
1477,Anguilla,ɑNgwIl@
1478,Anguillan,ɑNgwIl@n
1479,Anguillan,ɑNgwIl@n
1480,anguish,ɑNgwIS
1481,anguished,ɑNgwISt
1482,angular,ɑNgjUl@rɞ
1483,angularity,ɑNgjUlɑr@tI
1484,aniline,ɑnIlin
1485,animadversion,"ɑnImɑdv3Sn,"
1486,animadvert,ɑnImɑdv3t
1487,animal,"ɑnIml,"
1488,animalcule,ɑnImɑlkjul
1489,animalhusbandry,"ɑnIml,hVzb@ndrI"
1490,animalism,ɑnIm@lIz@m
1491,animalkingdom,"ɑnIml,kINd@m"
1492,animate,ɑnImeIt
1493,animate,ɑnIm@t
1494,animatedcartoon,ɑnImeItIdkAtun
1495,animation,"ɑnImeISn,"
1496,animism,ɑnImIz@m
1497,animist,ɑnImIst
1498,animist,ɑnImIst
1499,animosity,ɑnImOs@tI
1500,animus,ɑnIm@s
1501,anis,ɑnis
1502,anise,ɑnIs
1503,aniseed,ɑnIsid
1504,ankle,"ɑNkl,"
1505,anklet,ɑNklIt
1506,anna,ɑn@
1507,annalist,ɑn@lIst
1508,annals,"ɑnl,z"
1509,anneal,@nil
1510,annex,@nEks
1511,annexation,"ɑnEkseISn,"
1512,annexe,ɑnEks
1513,annihilate,@naI@leIt
1514,annihilation,"@naI@leISn,"
1515,anniversary,ɑnIv3s@rI
1516,AnnoDomini,ɑn@UdOmInaI
1517,annotate,ɑn@UteIt
1518,annotation,"ɑn@UteISn,"
1519,announce,@naUns
1520,announcement,@naUnsm@nt
1521,announcer,@naUns@rɞ
1522,annoy,@nOI
1523,annoyance,@nOI@ns
1524,annoying,@nOIIN
1525,annual,ɑnjU@l
1526,annual,ɑnjU@l
1527,annually,ɑnjU@lI
1528,annuitant,@njut@nt
1529,annuity,@njuItI
1530,annul,@nVl
1531,annular,ɑnjUl@rɞ
1532,annulment,@nVlm@nt
1533,annunciate,@nVnsIeIt
1534,annunciation,"@nVnsIeISn,"
1535,anode,ɑn@Ud
1536,anodyne,ɑn@UdaIn
1537,anodyne,ɑn@UdaIn
1538,anoint,@nOInt
1539,anointment,@nOIntm@nt
1540,anomalous,@nOm@l@s
1541,anomalously,@nOm@l@slI
1542,anomaly,@nOm@lI
1543,anon,@nOn
1544,anon.,@nOn
1545,anonym,ɑn@nIm
1546,anonymity,ɑn@nIm@tI
1547,anonymous,@nOnIm@s
1548,anonymously,@nOnIm@slI
1549,anopheles,@nOfIliz
1550,anorak,ɑn@rɑk
1551,anorexia,ɑn@rEksI@
1552,another,@nVD@rɞ
1553,answer,Ans@rɞ
1554,answer,Ans@rɞ
1555,answerable,"Ans@r@bl,"
1556,answerably,Ans@r@blI
1557,answerback,Ans@bɑk
1558,answerfor,Ans@fOrɞ
1559,ant,ɑnt
1560,antacid,ɑntɑsId
1561,antacid,ɑntɑsId
1562,antagonism,ɑntɑg@nIz@m
1563,antagonist,ɑntɑg@nIst
1564,antagonistic,ɑntɑg@nIstIk
1565,antagonistically,ɑntɑg@nIstIk@lI
1566,antagonize,ɑntɑg@naIz
1567,antarctic,ɑntAktIk
1568,Antarctic,ɑntAtIk
1569,AntarcticCircle,"ɑntAtIks3kl,"
1570,ante,ɑntI
1571,ante,ɑntI
1572,anteater,ɑntit@rɞ
1573,antecede,ɑntIsid
1574,antecedence,ɑntIsid@ns
1575,antecedent,ɑntIsid@nt
1576,antecedent,ɑntIsid@nt
1577,antecedents,ɑntIsid@nts
1578,antechamber,ɑntItSeImb@rɞ
1579,antedate,ɑntIdeIt
1580,antediluvian,ɑntIdIluvj@n
1581,antediluvian,ɑntIdIluvj@n
1582,antelope,ɑntIl@Up
1583,antemeridiem,ɑntIm@rIdI@m
1584,antenatal,"ɑntIneItl,"
1585,antenatal,"ɑntIneItl,"
1586,antenna,ɑntEn@
1587,antenna,ɑntEn@
1588,antenuptial,"ɑntInVpSl,"
1589,antepenultimate,ɑntIpInVltIm@t
1590,antepenultimate,ɑntIpInVltIm@t
1591,anterior,ɑntI@rI@rɞ
1592,anteroom,ɑntIrUm
1593,anteup,ɑntIVp
1594,anthem,ɑnT@m
1595,anther,ɑnT@rɞ
1596,anthill,ɑnthIl
1597,anthologist,ɑnTOl@dZIst
1598,anthologize,ɑnTOl@dZaIz
1599,anthologized,ɑnTOl@dZaIzd
1600,anthology,ɑnTOl@dZI
1601,anthracite,ɑnTr@saIt
1602,anthrax,ɑnTrɑks
1603,anthropocentric,ɑnTr@Up@UsEntrIk
1604,anthropoid,ɑnTr@UpOId
1605,anthropoid,ɑnTr@UpOId
1606,anthropoidape,ɑnTr@UpOIdeIp
1607,anthropological,"ɑnTr@p@lOdZIkl,"
1608,anthropologically,ɑnTr@p@lOdZIk@lI
1609,anthropologist,ɑnTr@pOl@dZIst
1610,anthropology,ɑnTr@pOl@dZI
1611,anthropomorphic,ɑnTr@p@UmOfIk
1612,anthropomorphism,ɑnTr@p@UmOfIz@m
1613,anthropophagous,ɑnTr@UpOf@g@s
1614,anthropophagy,ɑnTr@UpOf@dZI
1615,anti-aircraft,ɑntIE@krAft
1616,antiaircraft,ɑntIE@krAft
1617,antibiotic,ɑntIbaIOtIk
1618,antibiotic,ɑntIbaIOtIk
1619,antibiotically,ɑntIbaIOtIklI
1620,antibody,ɑntIbOdI
1621,anticipate,ɑntIsIpeIt
1622,anticipation,"ɑntIsIpeISn,"
1623,anticipatory,ɑntIsIpeIt@rI
1624,anticlerical,"ɑntIklErIkl,"
1625,anticlericalism,ɑntIklErIklIz@m
1626,anticlimax,ɑntIklaImɑks
1627,anticlockwise,ɑntIklOkwaIz
1628,anticlockwise,ɑntIklOkwaIz
1629,antics,ɑntIks
1630,anticyclone,ɑntIsaIkl@Un
1631,antidote,ɑntId@Ut
1632,antifreeze,ɑntIfriz
1633,antigen,ɑntIdZ@n
1634,Antigua,ɑntig@
1635,Antiguan,ɑntig@n
1636,Antiguan,ɑntig@n
1637,antihero,ɑntIhI@r@U
1638,antihistamine,ɑntIhIst@mIn
1639,antiknock,ɑntInOk
1640,antilog,ɑntIlOg
1641,antilogarithm,"ɑntIlOg@rIDm,"
1642,antimacassar,ɑntIm@kɑs@rɞ
1643,antimatter,ɑntImɑt@rɞ
1644,antimony,ɑntIm@nI
1645,antipathetic,ɑntIp@TEtIk
1646,antipathetically,ɑntIp@TEtIklI
1647,antipathy,ɑntIp@TI
1648,antipersonnel,ɑntIp3s@nEl
1649,antipodal,"ɑntIp@dl,"
1650,antipodean,ɑntIp@di@n
1651,Antipodes,ɑntIp@diz
1652,antipodes,ɑntIp@diz
1653,antiquarian,ɑntIkwE@rI@n
1654,antiquarian,ɑntIkwE@rI@n
1655,antiquary,ɑntIkw@rI
1656,antiquate,ɑntIkweIt
1657,antiquated,ɑntIkweItId
1658,antique,ɑntik
1659,antique,ɑntik
1660,antiquity,ɑntIkw@tI
1661,antirrhinum,ɑntIraIn@m
1662,anti-Semite,ɑntIsimaIt
1663,anti-Semite,ɑntIsimaIt
1664,anti-Semitic,ɑntIsImItIk
1665,anti-Semitism,ɑntIsEmItIz@m
1666,antiseptic,ɑntIsEptIk
1667,antiseptic,ɑntIsEptIk
1668,antisocial,"ɑntIs@USl,"
1669,antitank,ɑntItɑNk
1670,antithesis,ɑntITIsIs
1671,antithetic,ɑntITEtIk
1672,antithetical,"ɑntITEtIkl,"
1673,antithetically,ɑntITEtIk@lI
1674,antitoxin,ɑntItOksIn
1675,antitrades,ɑntItreIdz
1676,antler,ɑntl@rɞ
1677,antonym,ɑnt@UnIm
1678,anus,eIn@s
1679,anvil,ɑnvIl
1680,anxiety,ɑNzaI@tI
1681,anxious,ɑNkS@s
1682,anxiously,ɑNkS@slI
1683,any,EnI
1684,any,EnI
1685,anybody,EnIbOdI
1686,anybody,EnIbOdI
1687,anyhow,EnIhaU
1688,anyone,EnIwVn
1689,anyplace,EnIpleIs
